place,reviews
Santoshi Mata Temple,"Tiny Room... no Priest... seemed deserted for a long time... Nice walk up the stairs though :) But this was true for most of the landsdowne ""Places to See"" ... mostly deserted or very few people... Just a lot of sweepers around keeping the place clean :) :)"
Santoshi Mata Temple,"It is a small, clean and peaceful Temple situated on mountain near Tip N Top. It is accessible from road after few step climb. Very peaceful area with good view of valley."
Santoshi Mata Temple,"Jai Santoshi Maa Santoshi maa temple is located on the way to Tip n top..It is a small secluded temple..you need to climb to reach the place..A peaceful ,beautiful place owned and maintained by Army..To our good luck , priest was available to offer us prasad at that time."
Santoshi Mata Temple,"Santoshi maa temple is located near Tip-n-Top. It is a small temple, you have to climb some steps to reach the temple. You will feel same peace and divine vibes as you will feel in most of the temples."
Santoshi Mata Temple,A small Quite Santoshi Mata Mandir at a hill top. took around 10 min to climb from our drop point. It has a great valley view from behind the mandir. A place to visit if you are religious and need some inner peace.
Santoshi Mata Temple,"I trekked to this temple from bhulla tal and enjoyed my walk. It's a quite a beautiful temple and as it's situated at some height provides good vies of the mountains and is also a sunset point, if possible time your visit accordingly to enjoy a great sunset view."
Santoshi Mata Temple,After climbing a flight of steep steps you can reach Santoshi Mata Temple on top of the hill. Offer prayers to Ma and spend some time sitting inside the quiet temple. You may also wish to meditate in this serene and quaint location inside the temple which is at the top of the…
Santoshi Mata Temple,Brilliantly situated at the top of the hill with magnificent views of the valley and a great Sunset spotting spot ! Wow place !
Santoshi Mata Temple,"Just little bit ahead of Tip-in-Top is this temple of Santoshi Mata. A sign board is there near to St. Mary's Church which shows all the nearby place along with distance and direction, so very easy to find and reach there. Very peaceful place again."
Santoshi Mata Temple,"Having limited time in hand, we headed to this spot after Tip-N-Top, for Sun Set... We were not disappointed... The Sunset was excellent !!!! To our surprise, we could see the ever fresh wild daisy flowers everywhere. Because of limited time, we could not visit the Santoshi…"
Santoshi Mata Temple,this is very quite place and beautiful. you feel like your are out of the world. and feel relax inside the temple.
Santoshi Mata Temple,This places affords the best sunset view in Lansdowne. The temple is peaceful and maintained by the army personal.
Santoshi Mata Temple,This is a small temple set atop the hill. Bit of a climb. May Not be worth it if you are going with the elderly. The tarkeshwar mahadev temple would be a better place to visit instead.
Garhwali Mess,The place is beautiful to visit and reveals more about the town. The mess is surrounded by greenery and beautiful flowers.
Garhwali Mess,A great mess in Lansdowne known for its culinary delight but surprisingly we were not allowed as the mess is now not open to public.
Garhwali Mess,You can go here courtesy some army connection . But once you go there you see a colonial beauty . Inside you will see many historical artefacts and weapons. Some of the animal trophies are worth admiring . They served us very nice coffe also. Governor Amolak Rattan Kohli
Garhwali Mess,It is extremely sad that it is not open to general public. We just had a peek and the building has an old world charm to it. It is high time that such beautiful buildings are opened for the people to see and enjoy.
Garhwali Mess,"We stayed id the Building of Sir Roberts , built in 1902.The rooms were huge with a wonderful view. But civilians cannot enter this place."
Durga Devi Temple,Locals have great faith and reverence for this temple . Small but beautiful and in peaceful environment and on the banks of a river . Go with devotion and come back blessed . Governor Amolak Rattan Kohli
Durga Devi Temple,"Durga devi temple is situated between Kotdwar and Lansdowne. It is a small temple on the bank of a river. Scenery behind the temple, of water coming down from the rocks is awesome. You must surely pay a visit to durga devi temple while going or coming from lansdowne."
Durga Devi Temple,"Today, the 15th June,2017 & we checked out the GMVN TRH at Khirsu in the morning & on the way to Lansdowne on Pauri Kotdwar road , our next & last item in the itinerary. However, I had a plan in my mind to pay our homage to Goddess Jwalpa , the temple of which is situated on…"
Durga Devi Temple,"This temp,e is located on the khoh river and 9 kilometers from kotdwar goddess durga fulfill the wishes of visitors."
Durga Devi Temple,"This temple can be visited either while going to Lansdowne from Kotdwar or while coming back. Nevertheless, it is a must visit place. Near to this temple is a cave with Shivling. It is situated on a hill top, below which flows thru a stream of water. Very much appealing!"
Durga Devi Temple,very well maintained newly built temple and maintained by the Army itself. Nice bhajans being played all along the road.
Durga Devi Temple,The temple is for person who likes nature's beauty as well as peace. Durga Devi temple is between Kotdwar & Lansdowne route. Must visit temple if you are in Kotdwar.
Durga Devi Temple,you can visit the temple and then spend hours near the flowing waters which is mighty cold. the water is crystal clear
Durga Devi Temple,It is on the way to lansdowne in kotdwar. It is popular among locals as we saw everyone taking a halt. View of river is awsome from the temple.
Durga Devi Temple,We visited this temple on our return journey to New Delhi. This is such an amazing place. It is secluded and peaceful. Cars stop and leave and at once this place bears a barren look. One really feel close to nature and almighty from such places. It is where we feel pure from…
Durga Devi Temple,"This temple is on the way to Lansdowne, near Kotdwar, overlooking the river Khoh. Would suggest that you also visit the famous Sidhbali Hanuman Temple in Kotdwar toobefore you reach Durga Devi temple. After the town of Kotdwar, just take the right turn, over the bridge, and…"
Durga Devi Temple,Place is holy and devine. Visitors have to walk down for the temple. It is situated on the bank of holy river and have very old historic value.
Durga Devi Temple,This is on the main road on the left side while going to Lansdowne from Kotdwar. It's not famous among tourists as it's a very small temple just on the bank of Khoh river. A part of temple is inside a small cave and it's not easy to get into that cave. You can try to visit river…
Durga Devi Temple,"offers a good view and a good trek.. If you are looking for a place where you can actually climb down to the river, a good place for such thrill seekers. Got an amazing evening here. At night when you are here, you can actually see the moon shining through this river which is…"
Durga Devi Temple,"This was our second visit to the temple. On our first visit, we visited the temple above and then someone told us that there is a cave downstairs. There is an old priest outside the cave who offers vibhuti. Not too difficult to enter the cave. The first time we went during the…"
Durga Devi Temple,"This is a old temple and worth visiting only for faith. No tourist attraction, go there if worship the devi"
Durga Devi Temple,This place comes when you travel from Kothdwar to Lansdown. It recommend to visit to sought blessing and it give you wonderful view of river bank mountain beside.
Durga Devi Temple,"ohk place to go and view bful river flowing, durga ji and shiv temple in a cave . can go and relax and have a great tym"
Durga Devi Temple,"A bit outside the town, this was a nice break for us and the kids. The mango-laden trees behind the temple and the raging river (during the monsoons) were very relaxing and gave our legs a much needed break from driving. Someone was selling home made pickles at reasonable…"
Durga Devi Temple,This is a Temple located at the bank of Khoh river when you go to Lansedowne. The location is awesome and should be visited when going to Lansedowne. You can find lots of fishes in the River but its forbidden to Fish there
Durga Devi Temple,"Its a wonderfull place for nature lover, The rocks are awesome and beautiful in surroundings. But never go to inside the river it can be dangerouse for tourist."
Durga Devi Temple,ON the circle road have to be entered from Jaswant Dwar. Peaceful and scinic place.Godess Dugra Temple.
Durga Devi Temple,Mata rani is sitting (Virajman) inside the cave. views are too god from this temple. I love the place and had visited 3 times here.
Durga Devi Temple,Temples are all sacred . We liked the visit and one can have great views of the sunset in the evening.
Durga Devi Temple,We (friends) have been to Lansdowne 3 to 4 times just because we love the peaceful environment of Lansdowne. If you plan your itinerary when the rainy season start then believe me you will witness the beauty of mother nature at its very best & untouched. Weather while going to…
Bhimtal Lake,The hotel is located in a wonderful destination just beside the lake and u can get a full view of bhimtal lake with warm hospitality from the hotel staffs and a peaceful location to have a wonderful stay.
Bhimtal Lake,Definitely suggest boating here. Price was 300 rupees for a short round of 15-20 minutes. Very peaceful and calm place
Bhimtal Lake,Clean lake with boating facility provided by Tourism department. There is Bhimeshwar Shiv temple just adjacent to this lake.
Bhimtal Lake,"The lake view was one of the best view i have seem in bhimtal, we went there with family and we were 20 adults and this place was very peaceful and good for boating and parasailing."
Bhimtal Lake,"The early morning walks & sunset walks here are unparalleled, We had chai facing the view just beside the bridge as was shocked to observe the symmetry it has. we also did go on boat ride, the pleasure is one of its own kind."
Bhimtal Lake,"Beautiful location , service good , lovely breakfast area and the food is simple and safe , the gardens and the climb is good as well"
Bhimtal Lake,"Bhimtal is famous for the lake, it’s absolutely beautiful and worth the visit. There are no good restaurants around. There is a marketplace/ shopping area nearby the lake."
Bhimtal Lake,"I would suggest if you are in Bhimtal go for paragliding, it's a wonderful experience over there. You can also go visit Sattal which is a a perfect environment for those who want to feel nature. Less crowdy of course and a beautiful lake."
Bhimtal Lake,From Rosewood Retreat which is on a hilltop and facing the lake the view is spectacular. Enjoyed a boat ride.
Bhimtal Lake,The lake is very good. They have many boating there. You can do paddle boats as well. One can go for a nice walk around the beautiful lake in the evening
Bhimtal Lake,"You can spend half day by visiting lake, acquarium and other places. Views Are mesmerising. Economical than nainital to stay"
Bhimtal Lake,"I want to rate this lake and its surrounding better than other lakes. There are fewer tourists, and so you get to enjoy peace and calm. Parking is easily available, unlike Nainital. And hotels are cheaper compared to Nainital. It's a shame this place doesnt get enough credit for…"
Bhimtal Lake,"While the lake is beautiful, it was a nice experience to try zorbing for the first time..my wife and niece have promised not to include me next time as I was a reluctant participant with more of a liability..I wish them better luck and fun next time"
Bhimtal Lake,- Bhimtal lake is very well maintained with lovely surroundings - Boating here is extremely pleasant and relaxing - The roads around needs improvement - There is small island in the middle of the lake and on that island there is a small Fish aquarium. - Boating have two options…
Bhimtal Lake,Best time to visit the lake is during early morning or during sunset n evening.. pleasant weather and serene
Bhimtal Lake,"Unlike other pahari tourist towns, Bhimtal around lake front is very serene and beautiful. Our trip was in low season (September). However, I found that the place has not much capacity to absorb huge tourist inflow Hotels, restaurants, parking etc are limited and roads are…"
Bhimtal Lake,Bhimtal Lake is one the Must see place in Bhimtal. Located at the height of 1370 above the sea level. this lake is surrounded by the lush green dense forest of oaks & Pine tree Mountains.
Bhimtal Lake,"We stopped here enroute our journey to motiapathar. It was raining and the view was amazing, just missed the hot tea since we reached early"
Bhimtal Lake,"Unforgettable trip to Bhimtal, natural lake situated at nearly 1370 meter in Nainital district of Uttarakhand, India. Looks very beautiful specially in rainy weather."
Bhimtal Lake,"This lake is relatively less popular among tourists. The place lacks the glamour and climate of nearby Nainital and also lacks the closeness to nature of nearby Naukuchiatal. The aquarium is also not recommended due to lack of upkeep and upgrade. However, the place does deserve…"
Bhimtal Lake,Great Place to explore. Just take up a hotel near the lake and sit and enjoy the aura of the lane. Simply Stunning.
Bhimtal Lake,visit this lake instead of other lake in nainital as it servers dual purpose boating in lake and aquarium.. however aquarium is not that great but do visit click photos and leave
Bhimtal Lake,The drive to bhimtal from nainital is great and we came in Enfield bikes which we hired from Nainital.Apart from that the lake is nothing compared to nainital
Bhimtal Lake,Relaxing feeling . U will forget all week pain here. It is so amusing. View is so relaxing. U could stay and would not want to go anywhere. It is filled with nature's beauty and temples are there nearby in order to feel and have a cool mind.
Bhimtal Lake,very beautiful lake and must visit and boating is feel awesome and children and even young also enjoyed a lot
Hanuman Garhi,"Located on the way to Nakuchiataal in Bhimtaal. One of the most iconic sight seeing location. The temple is surrounded by localities but once you enter in, it's very peaceful and quiet."
Hanuman Garhi,Temple is located at the height of 6401 feet.Sunset view is very beautifulfrom this hill.its located around 3km from Naini lake and you can book taxi only in 200 Indian rupees.3pm is best time to visit there because there are many temples on hill. In return journey don't book…
Hanuman Garhi,this is v big hanuman mandir.. hanuman ghari is different hanuman ghari is in nainital only.. bus this mandir is v good.. therr is gufa.. get inside and outside it is good...
Hanuman Garhi,"A great experience,,, participated in the Guinees world Record making of Hanuman Chalisa chanting..."
Hanuman Garhi,"I choose to skip religious places during my trips but I still visited it because I had time to kill and I was happy I did. It is a serene and beautiful place with a huge Hanuman statue. There is a big meditation room. When I went there, they were trying to make a record of the…"
Hanuman Garhi,This place is located between Naukuchiatal and Bhimtaal. Nice and quite temple with beautiful views.
Hanuman Garhi,"a trip to nainital is incomplete without visiting the holy hanuman garhi.not only being adobe of lord hanuman, people visit it for amazing view of sun set.near by is famous observatory where star gazing and other astronomical activities can be seen in the evening on selected days"
Hanuman Garhi,The famous Hanuman Temple situated at a distance of 3.5 km from the famous Bhimtal City and well connected with road.
Hanuman Garhi,Being a Hanumanji bhakt it was a pleasure to visit Hanuman Garhi on our way to Naukuchiatal. Nice and serene place. Liked the temple complex very much. Pujariji was very amicable. A must stop place for visitors.
Hanuman Garhi,Lovely statue of Hanuman ji. Good visit in the area between naukuchiatal and bhimtal. The local administration did take adhyatmik test which was a good activity.
Hanuman Garhi,"Situated in-between Bhimtal-Naukuchiatal, Hanuman Ji Temple is a must stop spot on the way to Naukuchiatal. The Temple has a 52 feet high statue of Hanuman Ji. The Temple has an artificial cave; designed on the lines of the famous Vaishno Devi Shrine, which encircles the…"
Hanuman Garhi,Situated in-between Bhimtal Naukuchiatatal a temple with a huge statue of Lord Bajrangbali Ji.a temple very neat and clean with a great ambiance. a must stop spot on the way to Naukuchiatal.
Hanuman Garhi,A very tall statue of hanumana is there. It was quite open space and not really crowded. After the temple visit you can go for lake ride.
Hanuman Garhi,It's a huge statue of Hanumnji which is eye catching! There is also a cave in this temple. Kids would love it. Amazing view too!
Hanuman Garhi,"In one of my regular visits to Nainital I had occasion to talk to a gentleman who walks his 3 dogs from the mandir to the lake every morning and greets everyone with ""Radhe Radhe"" and gives a sweet as prasad. He turned out to be one G.S.Bisht who is the head of Bhakti Dham…"
Hanuman Garhi,"a big statue of hanumanji and view from the backside of temple is the attraction; no force on paying the puja to the deity is there, but you may offer. in the morning, no rush too."
Hanuman Garhi,"This Hanuman Mandir is a must go place if you are traveling nearby. The Mandir has replicated vashno Devi Mandir cave and have a Hanuman statue . This place is very peaceful, calming and have a amazing positive vibe here . It was a amazing experience to come here"
Hanuman Garhi,The place is nice and very peaceful. Parking can be an issue sometimes as the cars are parked on the road to Naukuchiatal
Hanuman Garhi,Amazing temple. Very nice Hanuman murti. Walking in cave is a memorable experience. Must watch temple.
Hanuman Garhi,Loved this quiet corner amongst the greenery. The temple emitted positive energy. Stay some time to feel the vibes
Hanuman Garhi,One of the places to visited in Bhimtal for beautiful sceneries from the temple. It has replicated the Vaishnodevi temple like tunnel and also a big Hanuman statue.
Hanuman Garhi,The statue of Lord Hanuman is tall and one of its kind. The view is beautiful from the temple of mountains
Hanuman Garhi,"When you will be nearby Bhimtal, you will surely want to visit Hanuman Garhi. The Hanuman statue is great attraction especially for kids. Inside you will find calm and quite aradhana hall. You can write your wish on paper and place it there. Prashad is available for free. Very…"
Hanuman Garhi,"We did visited Hanuman Garhi during our recent visit while returning from Lake Tour, Located on the way and attraction silently insists you to take a break and encourages for prayers"
Hanuman Garhi,"There is a very big statue of lord Hanuman ,so many other God and Goddess diety is also there . One book seller is also sittings there who sells religious books.it is a temple. Nothing special about it."
Victoria Dam,Victoria Dam is one of the main picnic spots in Bhimtal which is located on the Bank of Bhimtal Lake which attracts thousands of visitors every year.
Victoria Dam,Victoria Dam is one of the most beautiful picnic spot and breathtaking sights located on the bank of the Bhimtal Lake. With the height of 40ft along with flower gardens on its either side attracts thousands of tourists every year. . .
Victoria Dam,Just on the edge of the dam and the bank of Bhimtal lake there an ancient temple by the name of the Bhimeshwar temple belonging to lord Shiva. The original structure made of stone has been replaced by a brick and mortar structure albeit of the same shape. Many devotees throng…
Victoria Dam,Situated on the eastern side of Bhimtal lake the dam is meant for drain out the excess water of the lake specially in rainy season. very small and the causeway on it connects two banks of the lake just beside the famous Bhimeswar Temple.
Victoria Dam,"Dam is right next to the Bhimtal Lake tourist spot. Next to the dam an ancient 17th century Bhimeshwar Mahadev temple. The dam is 40 ft high and has terraced gardens on the other side. You can get beautiful view of lake, island, surrounding mountains, temple and terraced…"
Victoria Dam,Victoria dam is situated at the end of the lake. I did not find anything special in the dam. I dont know why other persons have given it so many stars in their reviews. Place is not properly cleaned. No fresh water in the dam only stalled dirty water. Dont get the feeling of a…
Victoria Dam,This is best place to take selfies / photographs in Bhimtal. You get stunning view of the lake and the mountains.
Victoria Dam,Located at end of Bhimtal Lake this dam is adorned with beautiful flower gardens on either sides of the lake. A 17th century historic Bhimeshwar temple located next to the dam attracts hordes of people during festival time. Tourists can stroll through the huge forests…
Victoria Dam,"If you are in Bhimtal, especially on the ""other side of the lake"" (other side from the main road) -- you can go for a walk and likely there will not be too many cars... so you will enjoy the lake and then see the dam which makes it happen..."
Victoria Dam,Me And My Friend Visited The nainitaal lake we stayed for three days buget hotels is available near bout lake The lake was so beautiful It Was The Most Atraction point For The Tourists We Saw So Many Paace Like Bhimtal lake Pichola Lake the lake shape is looks like a mango the…
Victoria Dam,Most famous place in bhimtal. Garden on both side makes it perfect place. View of mountains with cool air of lacke is worth watching
Victoria Dam,"There's nothing to view. If you take a stroll around Bhimtal Lake, you will have to cross the dam. It's a small dam with small garden at both side. Not much to do."
Victoria Dam,Victoria Dam is located at the end of himtal lake. 40 feet high dam is very beautiful place for the tourists. Garden with beautiful flowers at the both end of the dam is very good place to visit. Very pictures view and must visit place.
Victoria Dam,Perfect for evening and morning walking. Eateries are in huge number. Located at end of lack. Afternoon walking is worth one with cool breeze
Victoria Dam,Best view point in bhimtal lake. Here lies the bhimeshwar mahadev shrine. Its peaceful n spirited. Do visit. Dont miss the photo of old temple n ancient nandi idol
Bhimtal Island Aquarium,"During my visit, i had a morning walk from hotel and entered off the road. I reached this Island aquarium, where a good number of fishes were there. Though bit smelly by nature , i enjoyed my visit."
Bhimtal Island Aquarium,Surrounded by the turqoise blue lake and hibiscus shrubs it is wonderful area where can easily spend some time while boating or paddling. The fish and the ducks around are also a nice diversion
Bhimtal Island Aquarium,visit bhimtal lake over other lakes.. go to museum and enjoy.. get photos and leave.. no such great achievement.. just a time pass
Bhimtal Island Aquarium,An ultimate experience...a must visit place during your boat ride in Bhimtal ...great collection of fishes ... .
Bhimtal Island Aquarium,It should be officially closed and reopened with modifications. Hardly any fish available to see. Would recommend to skip this place.
Bhimtal Island Aquarium,"It was an ok place, hardly any fishes there. They charge exorbitantly to reach it by boat plus the tickets"
Bhimtal Island Aquarium,There is a small island in the midst of Bhimtal lake. Earlier it used to be a restaurant which has now been converted to an Aquarium. One can read it by boat only. The entry charge is Rs.60 and the boat charge is Rs.240 for 2 adults and 2 kids. Nothing special about the…
Bhimtal Island Aquarium,This small fish aquarium is situated in the middle of the Bhimtal Lake. You can visit this aquarium by boat only. Ticket rates are around 60 rs per person. Timing is from 10 am to 6.30 pm only. Nothing special about the collection of fishes. It is not properly maintained so you…
Bhimtal Island Aquarium,"We took a special boat ride to visit the aquarium. Very disappointed, waste of time and money. Not recommended"
Bhimtal Island Aquarium,A mid sized aquarium in maintained in the middle of bhimtaal. Accessible by boats. Can visit to see varieties of fishes here.
Bhimtal Island Aquarium,Aquarium is in the middle of the lake. A person has to buy tickets for entry to the aquarium and also the boat ride in advance from the agents. Tickets cost Rs 60 per person and boat rides are decided on the whims of the agents . If slightly windy they cost more. Boat ride is…
Bhimtal Island Aquarium,How government can destroy any thing. Bhootal fish aquarium is perfect example of that. Nothing was there. Only few fishes. Totally useless.
Bhimtal Island Aquarium,Have been to many aquariums in and abroad but this one was a bit unique as you need to travel on a boat to actually reach there. The collections of fishes were not what i had expected to be bit its worth to be at places like these.
Bhimtal Island Aquarium,This aquarium is very well maintained and a lot of varieties of aquatic life can be seen here. Entry fee is also very nominal.
Bhimtal Island Aquarium,This is located on an island in the Bhimtal Lake. A row boat takes you across a short ride to the island. The aquariums exhibits are very average but contain a good collection of aquatic life from around the world. Worth a visit as it is rare to have such an exhibition of…
Bhimtal Island Aquarium,Just Ok place.. Only thing good is that it is an island accessible only by boat. Kids liked it. Variety of fish is limited.. Nothing extraordinary
Bhimtal Island Aquarium,I visited here when I was at bhimtal lake.I cum to know from local people there about this.its govt property and it's ticket you have to buy from counter at very nominal rate.You can see different breeds of fishes.
Bhimtal Island Aquarium,"Apart from few overpriced eateries nothing special about this location. If you want to have a feel of being on an island and take few photographs, should visit otherwise avoid."
Bhimtal Island Aquarium,"The man in charge of tickets was awful. Even when the aquarium is open till 7 pm, he refused to give us tickets at 5:55 pm. We had a major brawl before the other shopkeepers intervened and compelled the man to give us the tickets."
Bhimtal Island Aquarium,"Was nice and had a tower to take photos the scenery is good from that place, not a a well maintained aquarium but we enjoyed on our own"
Bhimtal Island Aquarium,Excellent - you can see big fishes in the Aquarium - well maintained by Kumaon Mandal Vikas Nigam. Visit with Familhy and Children. Keep Bhimtal Lake Clean
Bhimtal Island Aquarium,Not looked after. Felt sorry for the fishes. Aquarium isn't worth visiting. 60 rs per person. not maintained at all.
Bhimtal Island Aquarium,The aquarium is advertised in the places to see in Bhimtal. The boat ride of hardly 150mtrs cost Rs.120/- per person but costs 180 person instead on the whims of the agent if it is windy. I paid Rs 180/-per person.Besides one ticket for the aquarium cost Rs 60/-. The aquarium…
Bhimtal Island Aquarium,Small but well maintained . Fish tanks were clean. Few good collections of fish.Very quiet place.Good!
Bhimtal Island Aquarium,It has some fishes there. Aquarium is not maintained properly The only best thing is that it lies in an island in Bhimtal Lake. Rest is just ohkaY.
Eagle Eye Adventure,Osm very osm everyone trying it very nice adventure everyone trying to it so amazing nice view during paragliding.
Eagle Eye Adventure,"Horrible experience. After making me wait for hours, post that declined for adventure sports. Weight is an issue, there is no management, don't even try this place."
Eagle Eye Adventure,Eagle eye one of best adventure sports operators of Bhimtal specially for paragliding near pandeygaon in between Bhimtal and Naukushiatal. they have the most modern gliding gears with very expert crews one can depend on easily because paragliding is very dangerous sport. Very…
Eagle Eye Adventure,Nice experience of paragliding with experienced pilot and people here are helpful also. It was also worthy according to cost of it. Enjoyed 👍
Eagle Eye Adventure,"I had a wonderful flight yesterday flew for almost 10 minutes as briefed by the pilot, this was my second fly with these guys, witnessed a mesmerizing valley and lake view from the top, will surely recommend to others. Eagle Eye Adventure Rocks!!!!"
Eagle Eye Adventure,Very satisfied experience. All staffs are very helpful.See total vally and two most popular lake from takeoff point.Overall experience is thrilling and enjoyable.
Eagle Eye Adventure,Loved the experience. Amazing staff at Eagle Eye Adventure. Proper training and completely safe. Wonderful day.
Eagle Eye Adventure,I really enjoyed the paragliding experience with Eagle Eye. The guys were really professional and helpful. Will definitely try again.
Eagle Eye Adventure,"We went as a family of 5 of which 3 of us (my dad, wife and myself) wanted to paraglide. We were given tickets immediately upon arrival (booked via sterling resorts) and asked to wait 10 min. Within 5 min, my wife was strapped and off she went. After she was sent off, I was…"
Eagle Eye Adventure,The Para gliding is all related to the weather on a particular day. The ride is exhilarating and fun if you hit a thermal and gain height. I have seen rides flop in 45 seconds and also sail on for over 20 minutes. The guides are good but I would recommend that the tourists…
Nainital Paragliding,It was kind of once in a lifetime experience I had. The view was just amazing and I cannot forget the thrill I had.
Nainital Paragliding,"Conducted by safe and experienced gliders. Cost is roughly around Rs. 2000/- per person. Photos and videos are available for Rs 600/- per person. Bargain hard, you may get it for half that rate."
Nainital Paragliding,"Ripping off tourists with a 2-3 minute paragliding trip for Rs 2000 per person . Not worth it . Add in the amount of time traveling to the spot, and the amount of time traveling back , and it becomes a complete waste of half a day. Only worth looking at, if you are anyway…"
Nainital Paragliding,If u are doing for first time its okay for begginers but i have done it in manali it was nothing as compared to wat i did over ther also height is also very short. Over there they said the fly will be between 2 to 8 mins but it finished in 2 and landing videos and all they took…
Nainital Paragliding,If some one is looking for a memorable experience then they should definitely try paragliding . There are two one for the small and the other one is for adults . Very reasonable and a life time expirence that everyone should try .
Forest Research Institute,"FRI though a research institute but it is more special for shooting college scenes in movies and now a days for pre marriage photoshoot point.And why not, after all it has the nice building and the area is so well maintained. People of Dehradun comes here for morning walk by…"
Forest Research Institute,Great walks & very informative museums... Make sure you walk around the campus. Take a guide to visit Museums.
Forest Research Institute,"I would like to recommend this place to all the teenagers , because this place is full of information . it has around 5-6 museum . moreover this place has calm environment where u can spend quality time .. this place is even good for photography , so you can plan one…"
Forest Research Institute,"Forest Research Institute is one of the wonderful places in Dehradun. Museum is amazing, must visit here."
Forest Research Institute,"Just far from clock tower only 7 km , very ancient and man made heritage property . A huge big property with lots of people coming to visiting this property. Entry charges you have to pay 20 Rs for 2 person. Inside you have a canteen with lots of snacks and you can see ancient…"
Forest Research Institute,Amazing place to visit and spend time. Nice open grounds with interesting architecture. Very peaceful and serene despite many visitors.
Forest Research Institute,"good place to visit , neat and clean garden and area , whoever will go there will love the place without any doubt"
Forest Research Institute,Just a good place to hang out and enjoy the sun. The museums are quiet boring but if you want to get out of India for some time that's the perfect place.
Forest Research Institute,"Very teeasued and beautiful place, on the backdrop of mountains the structure look amazing. due to short time couldnot explore more"
Forest Research Institute,FRI is one of the prettiest buildings in Dehradun. Its symmetry is on point and one can spend time walking around the campus and not get bored. FRI allows cycles so if u have one- drive around the campus as its beautiful and lush green. Or you could just walk around. There is…
Forest Research Institute,"Victorian architecture, lush green garden. A place to sit and relax, as well as a place to learn something new."
Forest Research Institute,The building is beautiful and with vast expanse of lawns is perfect for family outings and picnics especially when sun is out. You can pose for pics inside the building corridors. So visit the museum especially if you are into forest and related stuff. But there are tickets to…
Forest Research Institute,"A nice place to visit, especially as it reminds me of my Uni days doing geology. The grounds of the institute are beautiful and well tended. The museum is only okay. Although the specimens are interesting in their own right, the lack of information makes looking at all the…"
Forest Research Institute,Great place for morning walk and explain the flora to kids..Lots of oxygen to fill ur lungs..Calm & quite
Forest Research Institute,"One of the oldest institutions. A very charming place away from the crowded city. Amazing atmosphere. Enjoyed the Musium visit. Better to visit in the afternoon, so that you can stay in the green field and watch the sunset. Weekend, people are visiting the places. Amazing…"
Forest Research Institute,Do visit this place if you are travelling to Mussorie/Dehradun. It is a huge property and loads of greenery.
Forest Research Institute,"Good environment, friendly and courteous staff, excellent food, very efficient room service and house keeping"
Forest Research Institute,"In Dehradun sight seeing this is must visit place. FRS structure is marvellous .place is well maintained ,greenery is too good. Campus is very nice. Canteen food was reasonable and good ."
Forest Research Institute,"What a grand campus. The moment you enter you will surprised by the grandeur and the frolic greenery all around you. Fresh air, tall trees will surely make your walk to the central part of campus much easier. The campus is huge and very picturesque. A good number of bollywood…"
Forest Research Institute,A historic place with amazing premises and has a huge botonical museum. Office to forest dept ad architecture is amazing with high roof offering cool breeze during summers as well.
Forest Research Institute,A huge strucuture and acres of well kept garden. Old fashion Museum not so interesting crowded with bored young students.
Forest Research Institute,"old structure and nice place, very close to GMS road and IMA, british structure can be feeld still live"
Forest Research Institute,Forest Research Institute is the epitome of forest research studies and activities . It’s the hub of all innovative ideas
Forest Research Institute,This huge premise is an institution to all things green and of the green. The building reflects colonial architecture is surrounded by acres and acres of well maintained lawns and trees. FRI is laced and criss-crossed by tarred roads connecting different departments and…
Forest Research Institute,This complex is so large that we were able manage to visit just the one museum being the pathology area where they deal with disease that trees are confronted with in India. The displays did not contain a great deal of information. One Colour Picture board showed how they did…
Pacific Mall,I Visited the mall during i went to Dehradoon Zoo and really found the mall is very good and entertaining. Good food with Lots of Entertainment for Kids.
Pacific Mall,"First mall in dehradun whose have a pvr cinema. Location wisely It’s very far from clock tower. Brands, Restaurants and kiosks and specially in occasion they have live entertainment program which will be more wonderful to see. Must to go and see it. Highly recommended."
Pacific Mall,Good mall for shopping with several brands and latest collection. With PVR for movies. Kids can have gala time here. Food court is also very nice.
Pacific Mall,Since Dehradun is a small city Pacific Mall is good place for shopping. The mall is little far from the city. Most of the brands are available here. Food court on top floor is good. There is a kid zone also where your kids can enjoy. Parking charges are high.
Pacific Mall,Nice place to chill out in dehradun rajpur road. Nice shopping outlets with a food court with mouth watering dishes.
Pacific Mall,Pacific is the high life of Dehradun. The only mall in the town which has a huge variety of brands and is also good for passing time .
Pacific Mall,Perhaps the largest in dehradun with all good brands. Food court at top floor offers good variety of foods.
Pacific Mall,"A little away from the center city, this mall offers some brand stores. Just meets your requirements but does not offer variety. PVR is a plus point. Food court could have been better."
Pacific Mall,"Its a typical mall with expected shops and dining. However, for this city its a nice place. Not too many high-end shops which mean you can actually buy here. there are pop up shops which are very reasonable. Decent place to shop or browse."
Pacific Mall,"The Mall is good place for shopping, entertainment and food with the family and friends. Youngsters enjoy this Mall more. It is little far from the city and one has to cross whole city to reach there and in the traffic jam you do not enjoy reaching there. Then entry and exit is…"
Pacific Mall,Best place to have an evening out with friends..shop..eat and watch movies..we mostly visit to watch movies at PVR
